Ano;Desmatamento (km²);Área protegida;LIRA;Categoria;Categoria 2
2012;0,09;TI Tora;Não;TI;TI
2010;0,15;TI Tora;Não;TI;TI
2019;0,11;TI Trincheira;Não;TI;TI
2018;0,1;TI Trincheira;Não;TI;TI
2013;0,07;TI Trincheira;Não;TI;TI
2012;0,07;TI Trincheira;Não;TI;TI
2008;0,07;TI Trincheira;Não;TI;TI
2020;23,54;TI Trincheira Bacaja;Sim;TI;TI
2019;34,59;TI Trincheira Bacaja;Sim;TI;TI
2018;12,72;TI Trincheira Bacaja;Sim;TI;TI
2017;2,39;TI Trincheira Bacaja;Sim;TI;TI
2016;1,07;TI Trincheira Bacaja;Sim;TI;TI
2015;0,79;TI Trincheira Bacaja;Sim;TI;TI
2014;1,14;TI Trincheira Bacaja;Sim;TI;TI
2013;1,27;TI Trincheira Bacaja;Sim;TI;TI
2012;0,8;TI Trincheira Bacaja;Sim;TI;TI
2011;0,58;TI Trincheira Bacaja;Sim;TI;TI
2010;0,55;TI Trincheira Bacaja;Sim;TI;TI
2009;0,78;TI Trincheira Bacaja;Sim;TI;TI
2008;1,49;TI Trincheira Bacaja;Sim;TI;TI
2019;0;TI Trocara;Não;TI;TI
2018;0,02;TI Trocara;Não;TI;TI
2017;0,05;TI Trocara;Não;TI;TI
2016;0,03;TI Trocara;Não;TI;TI
2015;0,04;TI Trocara;Não;TI;TI
2014;0,1;TI Trocara;Não;TI;TI
2012;0;TI Trocara;Não;TI;TI
2011;0;TI Trocara;Não;TI;TI
2010;0,02;TI Trocara;Não;TI;TI
2009;0;TI Trocara;Não;TI;TI
2020;0,47;TI Trombetas/Mapuera;Sim;TI;TI
2019;0,49;TI Trombetas/Mapuera;Sim;TI;TI
2019;0,31;TI Trombetas/Mapuera;Sim;TI;TI
2018;0,17;TI Trombetas/Mapuera;Sim;TI;TI
2018;0,16;TI Trombetas/Mapuera;Sim;TI;TI
2017;0,24;TI Trombetas/Mapuera;Sim;TI;TI
2017;0,32;TI Trombetas/Mapuera;Sim;TI;TI
2016;0,17;TI Trombetas/Mapuera;Sim;TI;TI
2016;0,57;TI Trombetas/Mapuera;Sim;TI;TI
2015;0,37;TI Trombetas/Mapuera;Sim;TI;TI
2014;0,1;TI Trombetas/Mapuera;Sim;TI;TI
2013;0,09;TI Trombetas/Mapuera;Sim;TI;TI
2013;0,14;TI Trombetas/Mapuera;Sim;TI;TI
2012;0,15;TI Trombetas/Mapuera;Sim;TI;TI
2012;0,12;TI Trombetas/Mapuera;Sim;TI;TI
2011;0,06;TI Trombetas/Mapuera;Sim;TI;TI
2011;0,08;TI Trombetas/Mapuera;Sim;TI;TI
2010;0,68;TI Trombetas/Mapuera;Sim;TI;TI
2010;0,38;TI Trombetas/Mapuera;Sim;TI;TI
2010;1,54;TI Trombetas/Mapuera;Sim;TI;TI
2009;0,35;TI Trombetas/Mapuera;Sim;TI;TI
2008;0,09;TI Trombetas/Mapuera;Sim;TI;TI
2008;0,53;TI Trombetas/Mapuera;Sim;TI;TI
2019;0,07;TI Truaru;Não;TI;TI
2011;0,09;TI Truaru;Não;TI;TI
2008;0,53;TI Truaru;Não;TI;TI
2020;0,57;TI Tubarão Latunde;Não;TI;TI
2019;0,4;TI Tubarão Latunde;Não;TI;TI
2018;0,09;TI Tubarão Latunde;Não;TI;TI
2016;0,08;TI Tubarão Latunde;Não;TI;TI
2015;0,07;TI Tubarão Latunde;Não;TI;TI
2014;0;TI Tubarão Latunde;Não;TI;TI
2013;0,09;TI Tubarão Latunde;Não;TI;TI
2012;0,22;TI Tubarão Latunde;Não;TI;TI
2008;0,11;TI Tubarão Latunde;Não;TI;TI
2019;0,14;TI Tukuna Porto Espiritual;Não;TI;TI
2015;0,18;TI Tukuna Porto Espiritual;Não;TI;TI
2013;0,19;TI Tukuna Porto Espiritual;Não;TI;TI
2019;0,07;TI Tukuna Umariaçu;Não;TI;TI
2016;0,16;TI Tukuna Umariaçu;Não;TI;TI
2015;0,01;TI Tukuna Umariaçu;Não;TI;TI
2014;0,06;TI Tukuna Umariaçu;Não;TI;TI
2012;0,06;TI Tukuna Umariaçu;Não;TI;TI
2011;0,05;TI Tukuna Umariaçu;Não;TI;TI
2010;0,12;TI Tukuna Umariaçu;Não;TI;TI
2019;0,08;TI Tumiã;Não;TI;TI
2018;0,12;TI Tumiã;Não;TI;TI
2017;0,07;TI Tumiã;Não;TI;TI
2016;0,09;TI Tumiã;Não;TI;TI
2013;0,18;TI Tumiã;Não;TI;TI
2011;0,96;TI Tumiã;Não;TI;TI
2010;0,06;TI Tumiã;Não;TI;TI
2019;0,1;TI Turé/Mariquita;Não;TI;TI
2015;0,08;TI Turé/Mariquita II;Não;TI;TI
2010;0,19;TI Turé/Mariquita II;Não;TI;TI
2008;0,07;TI Turé/Mariquita II;Não;TI;TI
2019;0,13;TI Tuwa Apekuokawera;Não;TI;TI
2017;0,02;TI Tuwa Apekuokawera;Não;TI;TI
2014;0,32;TI Tuwa Apekuokawera;Não;TI;TI
2010;0,13;TI Tuwa Apekuokawera;Não;TI;TI
2009;0,29;TI Tuwa Apekuokawera;Não;TI;TI
2008;0,34;TI Tuwa Apekuokawera;Não;TI;TI
2019;3,75;TI Uaça;Não;TI;TI
2018;0,74;TI Uaça;Não;TI;TI
2017;0,92;TI Uaça;Não;TI;TI
2016;0,49;TI Uaça;Não;TI;TI
2015;0,67;TI Uaça;Não;TI;TI
2014;1,4;TI Uaça;Não;TI;TI
2013;3,07;TI Uaça;Não;TI;TI
2012;1,79;TI Uaça;Não;TI;TI
2011;0,95;TI Uaça;Não;TI;TI
2010;3,27;TI Uaça;Não;TI;TI
2009;2,37;TI Uaça;Não;TI;TI
2008;5,19;TI Uaça;Não;TI;TI
2019;0,15;TI Uati-Parana;Não;TI;TI
2017;2,73;TI Uati-Parana;Não;TI;TI
2014;0,07;TI Uati-Parana;Não;TI;TI
2012;0,16;TI Uati-Parana;Não;TI;TI
2011;0,07;TI Uati-Parana;Não;TI;TI
2010;0,31;TI Uati-Parana;Não;TI;TI
2012;0,1;TI Ubawawe;Não;TI;TI
2019;0,41;TI Umutina;Não;TI;TI
2013;0,12;TI Umutina;Não;TI;TI
2009;0,02;TI Umutina;Não;TI;TI
2008;0,06;TI Umutina;Não;TI;TI
2009;0,08;TI Uneiuxi;Não;TI;TI
2008;0,07;TI Uneiuxi;Não;TI;TI
2008;0,07;TI Uneiuxi;Não;TI;TI
2020;14,61;TI Urubu Branco;Não;TI;TI
2019;0,12;TI Urubu Branco;Não;TI;TI
2018;0,9;TI Urubu Branco;Não;TI;TI
2017;1,4;TI Urubu Branco;Não;TI;TI
2016;1,32;TI Urubu Branco;Não;TI;TI
2015;1,03;TI Urubu Branco;Não;TI;TI
2014;1,42;TI Urubu Branco;Não;TI;TI
2013;2,76;TI Urubu Branco;Não;TI;TI
2012;1,46;TI Urubu Branco;Não;TI;TI
2011;0,07;TI Urubu Branco;Não;TI;TI
2010;0,18;TI Urubu Branco;Não;TI;TI
2009;0,16;TI Urubu Branco;Não;TI;TI
2008;8;TI Urubu Branco;Não;TI;TI
2017;0,08;TI Urucu/Jurua;Não;TI;TI
2016;0,07;TI Urucu/Jurua;Não;TI;TI
2014;0,15;TI Urucu/Jurua;Não;TI;TI
2012;0,28;TI Urucu/Jurua;Não;TI;TI
2011;0,66;TI Urucu/Jurua;Não;TI;TI
2010;1;TI Urucu/Jurua;Não;TI;TI
2009;0,35;TI Urucu/Jurua;Não;TI;TI
2008;0,74;TI Urucu/Jurua;Não;TI;TI
2020;3,27;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2019;10,78;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2018;9,29;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2017;6,56;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2016;5,38;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2015;1,5;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2014;0,85;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2013;2,17;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2012;1,1;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2011;0,36;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2010;0,61;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2009;1,19;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2008;2,72;TI Uru-Eu-Wau-Wau;Sim;TI;TI
2010;0,14;TI Utaria Wyhyna/IrÃ²du IrÃ na;Não;TI;TI
2011;0,13;TI Utiariti;Não;TI;TI
2008;0,24;TI Utiariti;Não;TI;TI
2011;0,02;TI Uty-Xunaty;Não;TI;TI
2010;0,05;TI Uty-Xunaty;Não;TI;TI
2020;0,09;TI Vale do Guaporé;Não;TI;TI
2019;0,1;TI Vale do Guaporé;Não;TI;TI
2018;0,1;TI Vale do Guaporé;Não;TI;TI
2017;0;TI Vale do Guaporé;Não;TI;TI
2016;0,19;TI Vale do Guaporé;Não;TI;TI
2015;0,08;TI Vale do Guaporé;Não;TI;TI
2014;0;TI Vale do Guaporé;Não;TI;TI
2013;1,06;TI Vale do Guaporé;Não;TI;TI
2012;0,04;TI Vale do Guaporé;Não;TI;TI
2011;0,61;TI Vale do Guaporé;Não;TI;TI
2010;1,3;TI Vale do Guaporé;Não;TI;TI
2009;0,34;TI Vale do Guaporé;Não;TI;TI
2008;1,19;TI Vale do Guaporé;Não;TI;TI
2020;0,4;TI Vale do Javari;Não;TI;TI
2019;2,72;TI Vale do Javari;Não;TI;TI
2018;0,69;TI Vale do Javari;Não;TI;TI
2017;0,87;TI Vale do Javari;Não;TI;TI
2016;0,84;TI Vale do Javari;Não;TI;TI
2015;0,38;TI Vale do Javari;Não;TI;TI
2014;0,54;TI Vale do Javari;Não;TI;TI
2013;0,78;TI Vale do Javari;Não;TI;TI
2012;1,5;TI Vale do Javari;Não;TI;TI
2011;1,34;TI Vale do Javari;Não;TI;TI
2010;2,49;TI Vale do Javari;Não;TI;TI
2009;0,92;TI Vale do Javari;Não;TI;TI
2008;1,08;TI Vale do Javari;Não;TI;TI
2019;0,31;TI Vista Alegre;Não;TI;TI
2016;0,17;TI Vista Alegre;Não;TI;TI
2012;0,07;TI Vista Alegre;Não;TI;TI
2011;0,1;TI Vista Alegre;Não;TI;TI
2010;0,31;TI Vista Alegre;Não;TI;TI
2009;0,32;TI Vista Alegre;Não;TI;TI
2008;0,13;TI Vista Alegre;Não;TI;TI
2018;0,26;TI Vui-Uata-In;Não;TI;TI
2017;0,15;TI Vui-Uata-In;Não;TI;TI
2016;0,07;TI Vui-Uata-In;Não;TI;TI
2015;0,03;TI Vui-Uata-In;Não;TI;TI
2011;0,3;TI Vui-Uata-In;Não;TI;TI
2010;0,22;TI Vui-Uata-In;Não;TI;TI
2009;0,4;TI Vui-Uata-In;Não;TI;TI
2019;1,07;TI Waiãpi;Não;TI;TI
2018;0,25;TI Waiãpi;Não;TI;TI
2014;0,38;TI Waiãpi;Não;TI;TI
2013;0,47;TI Waiãpi;Não;TI;TI
2011;0,26;TI Waiãpi;Não;TI;TI
2010;0,59;TI Waiãpi;Não;TI;TI
2009;0,61;TI Waiãpi;Não;TI;TI
2008;0,38;TI Waiãpi;Não;TI;TI
2020;0,22;TI Waimiri-Atroari;Não;TI;TI
2020;0,52;TI Waimiri-Atroari;Não;TI;TI
2019;0,24;TI Waimiri-Atroari;Não;TI;TI
2019;0,8;TI Waimiri-Atroari;Não;TI;TI
2018;0,08;TI Waimiri-Atroari;Não;TI;TI
2018;0,22;TI Waimiri-Atroari;Não;TI;TI
2017;0,07;TI Waimiri-Atroari;Não;TI;TI
2017;0,63;TI Waimiri-Atroari;Não;TI;TI
2016;0,28;TI Waimiri-Atroari;Não;TI;TI
2015;0,09;TI Waimiri-Atroari;Não;TI;TI
2015;0,22;TI Waimiri-Atroari;Não;TI;TI
2014;0,11;TI Waimiri-Atroari;Não;TI;TI
2014;0,48;TI Waimiri-Atroari;Não;TI;TI
2013;0,09;TI Waimiri-Atroari;Não;TI;TI
2012;0,25;TI Waimiri-Atroari;Não;TI;TI
2011;0,45;TI Waimiri-Atroari;Não;TI;TI
2011;0,14;TI Waimiri-Atroari;Não;TI;TI
2010;0,33;TI Waimiri-Atroari;Não;TI;TI
2010;0,6;TI Waimiri-Atroari;Não;TI;TI
2009;0,23;TI Waimiri-Atroari;Não;TI;TI
2009;0,5;TI Waimiri-Atroari;Não;TI;TI
2008;0,06;TI Waimiri-Atroari;Não;TI;TI
2008;0,33;TI Waimiri-Atroari;Não;TI;TI
2020;0,16;TI WaiWai;Não;TI;TI
2019;0,38;TI WaiWai;Não;TI;TI
2017;0,13;TI WaiWai;Não;TI;TI
2016;0,21;TI WaiWai;Não;TI;TI
2014;0,03;TI WaiWai;Não;TI;TI
2013;0,11;TI WaiWai;Não;TI;TI
2012;0;TI WaiWai;Não;TI;TI
2011;0,26;TI WaiWai;Não;TI;TI
2010;0,16;TI WaiWai;Não;TI;TI
2009;0,15;TI WaiWai;Não;TI;TI
2008;0,07;TI WaiWai;Não;TI;TI
2020;0,14;TI Wawi;Sim;TI;TI
2017;0,15;TI Wawi;Sim;TI;TI
2016;0,08;TI Wawi;Sim;TI;TI
2013;0,26;TI Wawi;Sim;TI;TI
2012;0,74;TI Wawi;Sim;TI;TI
2010;0,38;TI Wawi;Sim;TI;TI
2009;0,08;TI Wawi;Sim;TI;TI
2008;0,07;TI Wawi;Sim;TI;TI
2017;0,16;TI Wedezé;Não;TI;TI
2015;0,12;TI Wedezé;Não;TI;TI
2010;0,05;TI Wedezé;Não;TI;TI
2014;0,08;TI Xambioa;Não;TI;TI
2011;0,12;TI Xambioa;Não;TI;TI
2010;0,12;TI Xambioa;Não;TI;TI
2009;0,04;TI Xambioa;Não;TI;TI
2020;1,22;TI Xikrin do Rio Catete;Não;TI;TI
2019;0,46;TI Xikrin do Rio Catete;Não;TI;TI
2018;0,48;TI Xikrin do Rio Catete;Não;TI;TI
2017;0,22;TI Xikrin do Rio Catete;Não;TI;TI
2016;0,92;TI Xikrin do Rio Catete;Não;TI;TI
2014;0,1;TI Xikrin do Rio Catete;Não;TI;TI
2013;0,35;TI Xikrin do Rio Catete;Não;TI;TI
2012;0,48;TI Xikrin do Rio Catete;Não;TI;TI
2011;0,29;TI Xikrin do Rio Catete;Não;TI;TI
2010;0,31;TI Xikrin do Rio Catete;Não;TI;TI
2009;0,1;TI Xikrin do Rio Catete;Não;TI;TI
2008;3,48;TI Xikrin do Rio Catete;Não;TI;TI
2020;0,6;TI Xipaya;Sim;TI;TI
2016;0,05;TI Xipaya;Sim;TI;TI
2010;0,12;TI Xipaya;Sim;TI;TI
2020;0,24;TI Yanomami;Não;TI;TI
2020;1,91;TI Yanomami;Não;TI;TI
2019;10,76;TI Yanomami;Não;TI;TI
2019;19,13;TI Yanomami;Não;TI;TI
2018;0,29;TI Yanomami;Não;TI;TI
2018;4,35;TI Yanomami;Não;TI;TI
2017;0,23;TI Yanomami;Não;TI;TI
2017;1,36;TI Yanomami;Não;TI;TI
2016;0,59;TI Yanomami;Não;TI;TI
2016;6,43;TI Yanomami;Não;TI;TI
2015;0,33;TI Yanomami;Não;TI;TI
2015;0,65;TI Yanomami;Não;TI;TI
2014;0,36;TI Yanomami;Não;TI;TI
2014;2,27;TI Yanomami;Não;TI;TI
2013;0,07;TI Yanomami;Não;TI;TI
2013;2,03;TI Yanomami;Não;TI;TI
2012;1,13;TI Yanomami;Não;TI;TI
2012;5,36;TI Yanomami;Não;TI;TI
2011;0,66;TI Yanomami;Não;TI;TI
2011;6,46;TI Yanomami;Não;TI;TI
2010;1,34;TI Yanomami;Não;TI;TI
2010;2,56;TI Yanomami;Não;TI;TI
2009;0,07;TI Yanomami;Não;TI;TI
2009;1,17;TI Yanomami;Não;TI;TI
2008;1,58;TI Yanomami;Não;TI;TI
2008;13;TI Yanomami;Não;TI;TI
2017;0,06;TI Zoe;Não;TI;TI
2016;0,46;TI Zoe;Não;TI;TI
2010;2,28;TI Zoe;Não;TI;TI
2009;0,36;TI Zoe;Não;TI;TI
2020;2,86;TI Zoró;Sim;TI;TI
2019;2,93;TI Zoró;Sim;TI;TI
2018;37,92;TI Zoró;Sim;TI;TI
2017;0,08;TI Zoró;Sim;TI;TI
2016;2,05;TI Zoró;Sim;TI;TI
2015;0,08;TI Zoró;Sim;TI;TI
2014;0,06;TI Zoró;Sim;TI;TI
2013;7,85;TI Zoró;Sim;TI;TI
2012;9,65;TI Zoró;Sim;TI;TI
2011;1,77;TI Zoró;Sim;TI;TI
2010;2,78;TI Zoró;Sim;TI;TI
2009;1,2;TI Zoró;Sim;TI;TI
2008;4,66;TI Zoró;Sim;TI;TI
2019;0,83;TI Zuruahã;Não;TI;TI
2018;0,17;TI Zuruahã;Não;TI;TI
2017;0,22;TI Zuruahã;Não;TI;TI
2016;0,41;TI Zuruahã;Não;TI;TI
2014;0,31;TI Zuruahã;Não;TI;TI
2011;0,07;TI Zuruahã;Não;TI;TI
2010;0,24;TI Zuruahã;Não;TI;TI
2009;0,07;TI Zuruahã;Não;TI;TI
2008;0,34;TI Zuruahã;Não;TI;TI
